what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1406519665315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1406519692432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406519695939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406519725543
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1406519727353
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1406519756723
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1406519768069
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1406519768159
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1406519782235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406519783903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406519785920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406519797674
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1406519815896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406519817940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406519849745
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1406519856095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406519862119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406519893755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406519898035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406519947405
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1406519952511
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1406519952632
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1406519952784
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1406519952943
