what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1406526771649
error,log,,,"Exception occurred executing command line.",1406526775124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406526775137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406526775246
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1406526775258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406526777597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406526810424
activated,editor,goclipse,0.7.6.v450,"com.googlecode.goclipse.editors.Editor",1406526810458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406526813246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527087940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527090564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527096336
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1406527096360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527099876
error,log,,,"Exception occurred executing command line.",1406527100195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1406527160418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527170360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527176745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527182424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527199104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527201640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527210038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527222452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527224446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527234630
error,log,,,"Exception occurred executing command line.",1406527239340
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527239394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527242557
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1406527248694
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1406527271610
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1406527271637
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1406527272023
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1406527272027
activated,editor,goclipse,0.7.6.v450,"com.googlecode.goclipse.editors.Editor",1406527282987
error,log,,,"Exception occurred executing command line.",1406527284640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527284651
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1406527303594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527304729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527306863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1406527309564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527313881
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1406527313903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527315019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527315178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527319198
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527321994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1406527322008
error,log,,,"Exception occurred executing command line.",1406527323497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527323518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527326446
error,log,,,"Exception occurred executing command line.",1406527362714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527362745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527419123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527425652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527457665
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1406527457685
error,log,,,"Exception occurred executing command line.",1406527462015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527462035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406527536696
